ter;plot;label;ms;com;watering;sp1;sp2;sp3;fresh_mass1;fresh_mass2;fresh_mass3;fresh_m_f1;fresh_m_f2;fresh_m_f3;dry_mass1;dry_mass2;dry_mass3;dry_m_f1;dry_m_f2;dry_m_f3
3;12;866;1;D;0;dorycnium;dorycnium;dorycnium;0,062;0,08;0,044;;;;0,021;0,029;0,017;;;
3;12;867;0;M;1;anthyllis;pistachia;dorycnium;;;;;;;;;;;;
3;12;868;1;M;0;dorycnium;pistachia;anthyllis;;;;;;;;;;;;
3;12;869;0;P;1;pistachia;pistachia;pistachia;;;;;;;;;;;;
3;12;870;0;A;1;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
3;12;874;1;P;1;pistachia;pistachia;pistachia;;0,806;0,885;;0,658;0,733;;0,363;0,426;;0,293;0,349
3;12;875;0;P;0;pistachia;pistachia;pistachia;;;;;;;;;;;;
3;12;876;1;P;0;pistachia;pistachia;pistachia;;;;;;;;;;;;
3;12;877;0;P;1;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;13;360;1;A;1;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
4;13;361;0;A;1;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
4;13;362;0;A;0;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
4;13;363;1;P;0;pistachia;pistachia;pistachia;0,721;1,098;0,738;0,597;0,914;0,615;0,347;0,562;0,367;0,3;0,476;0,303
4;13;962;0;P;1;pistachia;pistachia;pistachia;;;0,059;;;;;;;;;
4;13;365;0;P;1;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;13;366;1;D;0;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;13;367;0;D;1;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;13;368;1;D;0;dorycnium;dorycnium;dorycnium;0,06;0,072;;;;;0,023;0,027;0,019;;;
4;13;369;1;A;0;anthyllis;anthyllis;anthyllis;0,211;0,143;0,134;0,199;0,128;0,13;0,06;0,029;0,037;0,057;0,025;0,035
4;13;370;1;A;0;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
4;13;371;0;A;1;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
4;13;372;0;A;1;anthyllis;anthyllis;anthyllis;0,207;0,166;0,266;0,198;0,159;0,252;0,046;;;0,044;;
4;13;373;1;M;1;anthyllis;pistachia;dorycnium;;1,337;;;1,085;;;;;;;
4;13;374;1;P;1;pistachia;pistachia;pistachia;1,084;0,644;0,536;0,939;0,544;0,449;0,552;0,305;0,264;0,48;0,255;0,22
4;13;375;1;M;0;anthyllis;dorycnium;pistachia;;;;;;;;;;;;
4;13;376;0;M;1;anthyllis;pistachia;dorycnium;;;0,042;;;;;0,69;0,015;;0,56;
4;13;378;0;M;0;pistachia;dorycnium;anthyllis;1,175;0,07;0,157;0,979;;0,147;0,619;0,025;0,047;0,513;;0,043
4;13;383;0;P;1;pistachia;pistachia;pistachia;0,867;1,518;1,588;0,747;1,289;1,337;0,466;0,756;0,746;0,403;0,667;0,627
4;13;386;1;M;1;dorycnium;anthyllis;pistachia;0,058;;0,858;;;0,721;0,017;;0,471;;;0,398
4;13;384;1;P;1;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;13;388;0;M;1;anthyllis;pistachia;dorycnium;;;;;;;;;;;;
4;13;998;1;M;1;pistachia;dorycnium;anthyllis;;;;;;;;;;;;
4;13;390;1;D;0;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;13;391;0;D;1;dorycnium;dorycnium;dorycnium;0,072;0,044;0,072;;;;0,031;0,018;0,03;;;
4;13;392;0;A;0;anthyllis;anthyllis;anthyllis;;0,091;0,094;;0,082;0,083;;0,03;0,032;;0,028;0,028
4;13;393;1;A;1;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
4;13;394;1;P;1;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;13;395;0;P;1;pistachia;pistachia;pistachia;0,904;;;0,795;;;0,461;;;0,405;;
4;13;398;0;P;1;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;13;399;0;D;1;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;13;400;1;D;1;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;13;960;0;D;1;dorycnium;dorycnium;dorycnium;0,081;0,073;0,052;;;;0,03;0,024;0,018;;;
4;13;961;1;P;1;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;13;963;1;M;0;dorycnium;pistachia;anthyllis;;;;;;;;;;;;
4;13;967;0;P;0;pistachia;pistachia;pistachia;0,4;0,498;0,386;0,284;0,414;0,332;0,202;0,253;0,202;0,139;0,21;0,174
4;13;968;1;P;0;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;13;969;0;M;0;pistachia;anthyllis;dorycnium;;;;;;;;;;;;
4;13;970;0;P;1;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;13;971;1;M;0;anthyllis;pistachia;dorycnium;;0,624;0,054;;0,481;;;;0,022;;;
4;13;972;0;M;1;anthyllis;pistachia;dorycnium;;;;;;;;;;;;
4;13;975;1;A;1;anthyllis;anthyllis;anthyllis;0,098;;0,143;0,095;;0,137;0,021;;0,029;0,02;;0,027
4;13;976;0;A;1;anthyllis;anthyllis;anthyllis;0,152;0,201;0,212;0,142;0,185;0,199;0,04;0,057;0,058;0,038;0,046;0,055
4;13;977;0;D;1;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;13;978;1;M;0;dorycnium;anthyllis;pistachia;0,062;0,142;0,478;;0,14;0,391;0,022;0,038;0,248;;0,038;0,202
4;13;979;0;M;1;anthyllis;pistachia;dorycnium;0,3;1,486;;0,29;1,298;;0,094;0,733;0,022;0,086;0,634;
4;13;980;0;M;0;anthyllis;pistachia;dorycnium;0,164;;;0,149;;;;;;;;
4;13;981;1;A;0;anthyllis;anthyllis;anthyllis;;0,092;0,171;;0,083;0,159;0,057;0,032;0,056;0,052;0,029;0,051
4;13;982;0;A;1;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
4;13;983;0;M;1;dorycnium;anthyllis;pistachia;;;;;;;;;;;;
4;13;984;1;M;1;pistachia;dorycnium;anthyllis;0,9;0,068;0,23;0,79;;0,219;0,426;0,025;0,063;0,372;;0,06
4;13;985;1;D;0;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;13;986;1;A;1;anthyllis;anthyllis;anthyllis;;0,171;;;0,158;;;0,04;;;0,038;
4;13;987;0;A;1;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
4;13;988;0;A;0;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
4;13;990;1;A;0;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
4;13;991;1;D;1;dorycnium;dorycnium;dorycnium;0,057;0,057;0,032;;;;0,02;0,021;0,006;;;
4;13;993;0;D;0;dorycnium;dorycnium;dorycnium;;0,039;;;;;;0,014;;;;
4;13;994;1;D;1;dorycnium;dorycnium;dorycnium;;;0,044;;;;;;0,018;;;
4;13;995;1;P;0;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;13;996;0;D;0;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;13;997;1;D;0;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;14;281;0;A;1;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
4;14;282;1;A;0;anthyllis;anthyllis;anthyllis;0,267;0,111;0,157;0,253;0,098;0,144;0,095;0,034;0,052;0,089;0,03;0,048
4;14;284;0;A;1;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
4;14;285;1;A;1;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
4;14;288;0;M;0;pistachia;anthyllis;dorycnium;0,906;0,163;0,059;0,744;0,146;;0,453;0,057;0,023;0,371;0,051;
4;14;289;1;M;1;pistachia;anthyllis;dorycnium;;;;;;;;;;;;
4;14;291;0;M;1;anthyllis;dorycnium;pistachia;;;;;;;;;;;;
4;14;292;1;M;0;anthyllis;pistachia;dorycnium;;;;;;;;;;;;
4;14;293;0;D;1;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;14;294;1;D;0;dorycnium;dorycnium;dorycnium;0,047;0,057;0,039;;;;0,02;0,022;0,016;;;
4;14;296;0;D;1;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;14;297;1;D;1;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;14;300;1;D;0;dorycnium;dorycnium;dorycnium;;;0,173;;;0,163;;;0,035;;;
4;14;301;0;D;0;dorycnium;dorycnium;dorycnium;0,094;;0,057;;;;0,044;;0,022;;;
4;14;303;1;P;0;pistachia;pistachia;pistachia;;0,44;;;0,336;;;0,256;;;0,198;
4;14;304;0;P;1;pistachia;pistachia;pistachia;1,043;0,925;0,826;0,864;0,775;0,695;0,546;0,467;0,397;0,451;0,39;0,331
4;14;308;1;D;0;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;14;309;0;D;0;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;14;310;0;A;0;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
4;14;311;0;A;0;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
4;14;312;0;D;0;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;14;313;0;P;0;pistachia;pistachia;pistachia;0,601;1,419;0,693;0,517;1,244;0,578;0,336;0,691;0,374;0,283;0,601;0,311
4;14;314;1;D;0;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;14;315;1;P;1;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;14;316;1;M;1;anthyllis;dorycnium;pistachia;;;;;;;;;;;;
4;14;317;0;M;1;anthyllis;dorycnium;pistachia;;;;;;;;;;;;
4;14;319;0;M;0;dorycnium;anthyllis;pistachia;;;;;;;;;;;;
4;14;320;0;M;1;dorycnium;pistachia;anthyllis;;;;;;;;;;;;
4;14;321;1;M;1;dorycnium;anthyllis;pistachia;0,052;0,127;0,835;;0,12;0,72;0,019;;0,464;;;0,402
4;14;325;0;M;0;dorycnium;anthyllis;pistachia;;;;;;;;;;;;
4;14;326;1;M;1;pistachia;anthyllis;dorycnium;;;;;;;;;;;;
4;14;327;1;P;1;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;14;328;0;P;1;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;14;330;0;A;1;anthyllis;anthyllis;anthyllis;;0,1;0,173;;0,088;0,163;;0,033;0,051;;0,028;0,048
4;14;331;1;A;1;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
4;14;332;0;P;0;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;14;334;1;P;0;pistachia;pistachia;pistachia;1,108;0,28;0,598;0,969;0,227;0,482;0,656;0,129;0,348;0,576;0,104;0,28
4;14;335;0;A;0;anthyllis;anthyllis;anthyllis;0,094;0,117;0,099;0,085;0,104;0,089;0,039;0,043;0,04;0,035;0,039;0,037
4;14;336;1;A;1;anthyllis;anthyllis;anthyllis;0,167;0,1;0,123;0,148;0,094;0,119;0,045;0,027;0,037;0,04;0,025;0,035
4;14;337;0;A;0;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
4;14;338;1;A;1;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
4;14;339;0;D;0;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;14;340;1;D;1;dorycnium;dorycnium;dorycnium;;0,044;0,074;;;;;;0,028;;;
4;14;341;0;D;1;dorycnium;dorycnium;dorycnium;0,059;;0,083;;;;0,025;0,024;0,031;;;
4;14;342;1;D;0;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;14;344;0;M;1;anthyllis;pistachia;dorycnium;;;;;;;;;;;;
4;14;345;1;M;1;anthyllis;pistachia;dorycnium;;;;;;;;;;;;
4;14;346;0;D;1;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;14;347;0;A;1;anthyllis;anthyllis;anthyllis;0,064;;0,102;0,057;;0,095;0,02;;0,034;0,019;;0,032
4;14;348;1;D;1;dorycnium;dorycnium;dorycnium;0,058;0,059;;;;;0,02;0,024;;;;
4;14;349;1;A;0;anthyllis;anthyllis;anthyllis;;0,217;;;0,203;;;0,058;;;0,055;
4;14;350;1;P;1;pistachia;pistachia;pistachia;0,933;0,698;0,731;0,756;0,56;0,61;0,459;0,338;0,353;0,368;0,271;0,293
4;14;351;0;P;0;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;14;352;1;P;0;pistachia;pistachia;pistachia;0,292;0,519;0,676;0,245;0,4;0,55;0,177;0,315;0,323;0,151;0,246;0,263
4;14;353;0;P;1;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;14;354;1;M;0;pistachia;anthyllis;dorycnium;0,563;0,059;;0,479;0,055;;0,302;;;0,254;;
4;14;356;0;P;0;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;14;357;1;P;1;pistachia;pistachia;pistachia;0,473;0,916;0,734;0,397;0,777;0,615;0,298;0,468;0,419;0,252;0,396;0,353
4;15;1452;0;D;1;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;15;1453;1;D;1;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;15;1455;0;D;0;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;15;1457;0;D;0;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;15;1458;1;D;0;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;15;1459;0;D;1;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;15;1460;0;M;1;dorycnium;anthyllis;pistachia;;;;;;;;;;;;
4;15;1462;1;M;1;pistachia;anthyllis;dorycnium;;;;;;;;;;;;
4;15;1463;1;P;0;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;15;1464;0;P;1;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;15;1465;1;D;1;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;15;1466;0;P;0;pistachia;pistachia;pistachia;0,898;0,676;0,401;0,739;0,571;0,347;0,514;0,39;0,221;0,424;0,331;0,189
4;15;1467;1;P;0;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;15;1468;0;M;0;dorycnium;pistachia;anthyllis;;;0,121;;;0,109;;;0,035;;;0,033
4;15;1469;0;M;1;anthyllis;dorycnium;pistachia;0,143;0,11;;0,125;;;0,048;0,039;;0,042;;
4;15;1470;1;M;0;dorycnium;pistachia;anthyllis;;;;;;;;;;;;
4;15;1471;0;P;0;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;15;1472;1;P;1;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;15;1473;1;P;0;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;15;1474;0;P;0;pistachia;pistachia;pistachia;0,611;0,688;1,019;0,531;0,606;0,856;0,302;0,372;0,576;0,262;0,327;0,484
4;15;1475;1;M;0;dorycnium;anthyllis;pistachia;;;;;;;;;;;;
4;15;1476;1;M;0;dorycnium;pistachia;anthyllis;0,048;0,251;0,144;;0,192;0,134;0,014;0,137;0,043;;0,112;0,041
4;15;1477;1;A;1;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
4;15;1478;0;A;1;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
4;15;1481;1;P;1;pistachia;pistachia;pistachia;0,528;1,108;0,535;0,449;0,923;0,442;0,285;0,546;0,247;0,241;0,451;0,202
4;15;1482;0;P;1;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;15;1483;0;D;1;dorycnium;dorycnium;dorycnium;0,07;;0,085;;;;0,025;;0,03;;;
4;15;1484;1;D;1;dorycnium;dorycnium;dorycnium;0,061;0,058;;;;;0,022;0,021;;;;
4;15;1485;0;D;0;dorycnium;dorycnium;dorycnium;0,066;0,058;0,079;;;;0,033;0,024;0,033;;;
4;15;1486;1;D;1;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;15;1488;0;M;0;pistachia;anthyllis;dorycnium;;;;;;;;;;;;
4;15;1490;0;P;1;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;15;1454;0;A;0;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
4;15;1495;1;A;1;anthyllis;anthyllis;anthyllis;0,08;0,127;;0,07;0,118;;0,019;0,034;;;0,032;
4;15;1496;0;A;1;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
4;15;1497;1;M;0;anthyllis;dorycnium;pistachia;;;;;;;;;;;;
4;15;1498;0;M;0;dorycnium;pistachia;anthyllis;;;;;;;;;;;;
4;15;1500;1;A;1;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
4;15;1501;0;P;1;pistachia;pistachia;pistachia;1,137;;0,5;0,904;;0,405;0,584;;0,277;0,463;;0,225
4;15;1503;1;P;0;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;15;1504;0;P;1;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;15;1505;1;D;1;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;15;1506;0;D;1;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;15;1507;0;M;1;dorycnium;pistachia;anthyllis;;1,297;0,148;;1,072;0,136;;0,667;0,04;;0,551;0,037
4;15;1508;1;M;0;pistachia;anthyllis;dorycnium;;;;;;;;;;;;
4;15;1509;0;M;1;pistachia;dorycnium;anthyllis;;;;;;;;;;;;
4;15;1510;1;M;1;dorycnium;anthyllis;pistachia;;;;;;;;;;;;
4;15;1512;1;D;1;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;15;1513;0;D;1;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
4;15;1515;0;A;0;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
4;15;1523;1;A;1;anthyllis;anthyllis;anthyllis;0,086;0,102;0,092;0,077;0,09;0,084;0,022;0,028;0,024;0,02;0,024;0,022
4;15;1524;0;A;0;anthyllis;anthyllis;anthyllis;0,102;0,107;;0,098;0,098;;0,035;0,034;;0,034;0,033;
4;15;1526;1;A;0;anthyllis;anthyllis;anthyllis;;;;;;;;;;;;
4;15;1527;0;A;0;anthyllis;anthyllis;anthyllis;0,088;0,057;;0,08;0,05;;0,03;0,016;;0,028;0,014;
4;15;1528;0;M;0;anthyllis;pistachia;dorycnium;;;;;;;;;;;;
4;15;1529;1;M;1;dorycnium;pistachia;anthyllis;0,048;0,392;;;0,319;;0,017;0,238;;;0,196;
4;15;1530;1;P;0;pistachia;pistachia;pistachia;;;;;;;;;;;;
4;15;1531;1;D;1;dorycnium;dorycnium;dorycnium;;;;;;;;;;;;
